"SITENAME","DATE","TIME","SALINITY","TN","TP","TOC","NH4","N.N","NO2","SRP","DOC","NO3","DIN","WY","season","Chla","STATION"
"SRS5",2012-10-17,"12:00",13.4,0.4710733344,0.04057562822,NA,0.294841035,0.022270653,0.18,0.01796478196,9.55451185,1.41,0.317111688,2013,"A_Wet",NA,"SRS5"
"SRS5",2012-11-13,"11:00",0.2,0.7008812613,0.01734530672,NA,0.046502244,0.011625561,0.12,0.0011,14.0024704131,0.71,0.058127805,2013,"B_Dry",NA,"SRS5"
"SRS5",2012-12-18,"11:00",13.6,0.5028685434,0.01889399482,NA,0.14286834,0.031935276,0.19,0.00371685144,12.9915778369,2.09,0.174803616,2013,"B_Dry",NA,"SRS5"
"SRS5",2013-01-15,"10:30",11.2,0.5424374709,0.02508874722,NA,0.051404589,0.015967638,0.15,0.0011,13.1517165,0.99,0.067372227,2013,"B_Dry",NA,"SRS5"
"SRS5",2013-02-05,"11:30",18.7,0.50564187,0.01424793052,NA,0.081098793,0.01960938,0.15,0.0011,11.530272,1.25,0.100708173,2013,"B_Dry",NA,"SRS5"
"SRS5",2013-03-07,"10:45",14.1,0.7027581591,0.0139381929,NA,0.030534606,0.021850452,0.16,0.0011,14.7531391631,1.4,0.052385058,2013,"B_Dry",NA,"SRS5"
"SRS5",2013-04-02,"10:30",28.3,0.4215456432,0.01517714338,NA,0.051264522,0.009104355,0.1,0.00247790096,9.2972786881,0.55,0.060368877,2013,"B_Dry",NA,"SRS5"
"SRS5",2013-05-01,"10:10",29.5,0.326916378,0.01734530672,NA,0.00700335,0.012746097,0.16,0.0011,8.7317789,0.75,0.019749447,2014,"A_Wet",NA,"SRS5"
"SRS5",2013-06-04,"10:00",2,0.6552194193,0.01146029194,NA,0.013166298,0.005462613,0.09,0.0011,13.2367882881,0.31,0.018628911,2014,"A_Wet",NA,"SRS5"
"SRS5",2013-07-01,"10:50",20.5,0.4712834349,0.04738985586,NA,0.023951457,0.043840971,0.34,0.0011,9.599551975,2.79,0.067792428,2014,"A_Wet",NA,"SRS5"
"SRS5",2013-08-14,"10:40",13.2,0.487153026,0.01672583148,NA,0.029974338,0.023531256,0.29,0.0030973762,10.5594110869,1.39,0.053505594,2014,"A_Wet",NA,"SRS5"
"SRS5",2013-09-05,"10:00",1.8,0.7031923668,0.01146029194,NA,0.023251122,0.011065293,0.22,0.0011,14.3027379131,0.57,0.034316415,2014,"A_Wet",NA,"SRS5"
"SRS5",2013-10-28,"10:30",6.4,0.6645338748,0.01796478196,NA,0.021150117,0.02241072,0.18,0.00278763858,14.2426844131,1.42,0.043560837,2014,"A_Wet",NA,"SRS5"
"SRS5",2013-11-12,"10:30",12.7,0.593183745,0.01269924242,NA,0.016387839,0.020029581,0.27,0.00402658906,11.6303571631,1.17,0.03641742,2014,"B_Dry",NA,"SRS5"
"SRS5",2013-12-03,"10:50",11.2,0.5528164356,0.01146029194,NA,0.018348777,0.011905695,0.11,0.00247790096,12.1508288369,0.74,0.030254472,2014,"B_Dry",NA,"SRS5"
"SRS5",2014-01-22,"11:30",11,0.5477460102,0.00991160384,NA,0.022690854,0.017088174,0.14,0.0030973762,15.2936206631,1.07,0.039779028,2014,"B_Dry",NA,"SRS5"
"SRS5",2014-02-11,"11:20",9.8,0.6438459789,0.01207976718,NA,0.02101005,0.039358827,0.27,0.0011,12.4110526631,2.54,0.060368877,2014,"B_Dry",NA,"SRS5"
"SRS5",2014-03-19,"10:50",18.7,0.4227362127,0.01951347006,NA,0.028993869,0.019049112,0.17,NA,0.5004498369,1.18,0.048042981,2014,"B_Dry",NA,"SRS5"
"SRS5",2014-04-09,"11:40",27.1,0.2390523489,0.02415953436,NA,0.019049112,0.041739966,0.37,0.00526553954,9.5925497369,2.6,0.060789078,2014,"B_Dry",NA,"SRS5"
"SRS5",2014-05-01,"11:00",28.7,0.3770463573,0.0232303215,NA,0.024931926,0.015687504,0.21,0.0011,10.0009135369,0.91,0.04061943,2015,"A_Wet",NA,"SRS5"
"SRS5",2014-06-04,"11:00",21.6,0.5207270859,0.02601796008,NA,0.034876683,0.037257822,0.4,0.0011,13.3218720869,2.26,0.072134505,2015,"A_Wet",NA,"SRS5"
"SRS5",2014-07-10,"10:55",7.5,0.545140764,0.01889399482,NA,0.040339296,0.037397889,0.33,0.00495580192,14.9332996631,2.34,0.077737185,2015,"A_Wet",NA,"SRS5"
"SRS5",2014-08-13,"11:00",15.6,0.4870969992,0.01889399482,NA,0.012886164,0.026892864,0.22,0.0046460643,11.2400094131,1.7,0.039779028,2015,"A_Wet",NA,"SRS5"
"SRS5",2014-09-09,"10:50",6.4,0.5228841177,0.02508874722,NA,0.026472663,0.032495544,0.24,0.00247790096,12.2609189131,2.08,0.058968207,2015,"A_Wet",NA,"SRS5"
"SRS5",2014-10-07,"10:50",4.9,0.5905364787,0.00960186622,NA,0.02661273,0.014566968,0.18,0.0030973762,12.2108823369,0.86,0.041179698,2015,"A_Wet",NA,"SRS5"
"SRS5",2014-11-04,"10:45",5.1,0.6148100898,0.01115055432,NA,0.017368308,0.00980469,0.08,0.0011,14.8682497119,0.62,0.027172998,2015,"B_Dry",NA,"SRS5"
"SRS5",2014-12-02,"10:30",18.3,0.5966574066,0.00991160384,NA,0.014146767,0.022270653,0.14,0.0061947524,11.5903255,1.46,0.03641742,2015,"B_Dry",NA,"SRS5"
"SRS5",2015-01-08,"10:40",5.1,0.6315200829,0.0139381929,NA,0.020029581,0.020169648,0.22,0.0011,17.655729,1.22,0.040199229,2015,"B_Dry",NA,"SRS5"
"SRS5",2015-02-09,"11:40",17.7,0.576935973,0.015486881,NA,0.025352127,0.025772328,0.06,0.0011,13.8523366631,1.78,0.051124455,2015,"B_Dry",NA,"SRS5"
"SRS5",2015-03-16,"10:40",20.2,0.5673834036,0.01920373244,NA,0.034596549,0.043981038,0.29,0.00371685144,13.0566277881,2.85,0.078577587,2015,"B_Dry",NA,"SRS5"
"SRS5",2015-04-06,"10:35",27,0.4683560346,0.02230110864,NA,0.049583718,0.024091524,0.21,0.0011,7.443631325,1.51,0.073675242,2015,"B_Dry",NA,"SRS5"
"SRS5",2015-05-04,"10:34",16.8,0.5082191028,0.01486740576,NA,0.026332596,0.022970988,0.34,0.0030973762,15.5738783369,1.3,0.049303584,2016,"A_Wet",NA,"SRS5"
"SRS5",2015-06-02,"10:50",24.3,0.3464977446,0.02384979674,NA,0.015967638,0.035436951,0.43,0.0011,12.8414440869,2.1,0.051404589,2016,"A_Wet",NA,"SRS5"
"SRS5",2015-07-01,"10:30",14.7,0.4579910766,0.01827451958,NA,0.04622211,0.037537956,0.33,0.0030973762,15.3837009131,2.35,0.083760066,2016,"A_Wet",NA,"SRS5"
"SRS5",2015-08-12,"11:15",24,0.3397465152,0.01889399482,NA,0.019469313,0.033756147,0.42,0.0030973762,12.8714708369,1.99,0.05322546,2016,"A_Wet",NA,"SRS5"
"SRS5",2015-09-15,"10:10",6.6,0.6163788402,0.01827451958,NA,0.030674673,0.024511725,0.22,0.0092921286,14.32275975,1.53,0.055186398,2016,"A_Wet",NA,"SRS5"
"SRS5",2015-10-01,"11:15",27.5,0.3816405549,0.01765504434,NA,0.016387839,0.013306365,0.34,0.01424793052,6.9642002131,0.62,0.029694204,2016,"A_Wet",NA,"SRS5"
"SRS5",2015-11-10,"10:25",15.4,0.71994438,0.01951347006,NA,0.067932495,0.062609949,0.85,0.06070857352,14.7631560869,3.63,0.130542444,2016,"B_Dry",NA,"SRS5"
"SRS5",2015-12-01,"10:35",22,0.5232622986,0.01796478196,NA,0.035156817,0.034456482,0.49,0.02508874722,12.16083375,1.96,0.069613299,2016,"B_Dry",NA,"SRS5"
"SRS5",2016-01-05,"10:30",2.9,0.8007770457,0.01455766814,NA,0.035997219,0.024651792,0.14,0.0011,16.0543063369,1.62,0.060649011,2016,"B_Dry",NA,"SRS5"
"SRS5",2016-02-11,"11:10",2,0.5870908305,0.0108408167,NA,0.015967638,0.010084824,0.1,0.0011,12.0707535,0.62,0.026052462,2016,"B_Dry",NA,"SRS5"
"SRS5",2016-03-08,"11:05",2.5,0.6885133452,0.01641609386,NA,0.018909045,0.008123886,0.1,0.00526553954,10.088988,0.48,0.027032931,2016,"B_Dry",NA,"SRS5"
"SRS5",2016-04-12,"10:20",10.3,0.6850817037,0.01765504434,NA,0.044121105,0.017508375,0.37,0.02137189578,15.5638614131,0.88,0.06162948,2016,"B_Dry",NA,"SRS5"
"SRS5",2016-05-09,"10:30",21.8,0.5945003748,0.01827451958,NA,0.041739966,0.017228241,0.6,0.04769959348,13.0716411631,0.63,0.058968207,2017,"A_Wet",NA,"SRS5"
"SRS5",2016-06-08,"10:00",23,0.504661401,0.02601796008,NA,0.028293534,0.028293534,0.55,0.02725691056,10.80963,1.47,0.056587068,2017,"A_Wet",NA,"SRS5"
"SRS5",2016-07-13,"10:00",11.2,0.5963492592,0.01579661862,NA,0.050564187,0.02101005,0.48,0.02075242054,13.7022029131,1.02,0.071574237,2017,"A_Wet",NA,"SRS5"
"SRS5",2016-08-02,"10:30",5,0.6717053052,0.01207976718,NA,0.01960938,0.017928576,0.24,0.00805317812,16.90506025,1.05,0.037537956,2017,"A_Wet",NA,"SRS5"
"SRS5",2016-09-01,"10:15",14.6,0.5240606805,0.0123895048,NA,0.05742747,0.018909045,0.51,0.03035428676,12.4510963369,0.84,0.076336515,2017,"A_Wet",NA,"SRS5"
"SRS5",2016-10-13,"10:20",4.4,0.5929596378,0.01115055432,NA,0.017508375,0.021430251,0.22,0.00805317812,12.34099425,1.31,0.038938626,2017,"A_Wet",NA,"SRS5"
"SRS5",2016-11-09,"10:20",14.5,0.5732101908,0.0170355691,NA,0.051964857,0.050564187,0.58,0.03004454914,10.329202,3.02,0.102529044,2017,"B_Dry",NA,"SRS5"
"SRS5",2016-12-05,"10:00",8.9,0.5962512123,0.01269924242,NA,0.024231591,0.016667973,0.31,0.015486881,14.0024704131,0.89,0.040899564,2017,"B_Dry",NA,"SRS5"
"SRS5",2017-01-11,"11:20",8,0.7644996927,0.01672583148,NA,0.022550787,0.046922445,0.43,0.0170355691,15.5638614131,2.91,0.069473232,2017,"B_Dry",NA,"SRS5"
"SRS5",2017-02-08,"11:20",17.1,0.5468916015,0.01455766814,NA,0.031655142,0.026332596,0.64,0.030973762,12.2308921631,1.25,0.057987738,2017,"B_Dry",NA,"SRS5"
"SRS5",2017-03-01,"10:30",18.7,0.6166029474,0.01765504434,NA,0.034736616,0.016948107,0.58,0.02911533628,13.812305,0.62,0.051684723,2017,"B_Dry",NA,"SRS5"
"SRS5",2017-04-04,"10:10",31.1,0.4106344239,0.01672583148,NA,0.020869983,0.011905695,0.29,0.015486881,9.1591556381,0.56,0.032775678,2017,"B_Dry",NA,"SRS5"
"SRS5",2017-05-10,"10:00",22.9,0.6185778921,0.02137189578,NA,0.048463182,0.028853802,0.58,0.02261084626,13.8223099131,1.48,0.077316984,2018,"A_Wet",NA,"SRS5"
"SRS5",2017-06-13,"10:05",13.8,0.543039759,0.0263276977,NA,0.035717085,0.02661273,0.59,0.02292058388,15.133482,1.31,0.062329815,2018,"A_Wet",NA,"SRS5"
"SRS5",2017-07-11,"10:10",5.4,0.6151462506,0.02137189578,NA,0.021150117,0.022550787,0.25,0.00805317812,14.644045975,1.36,0.043700904,2018,"A_Wet",NA,"SRS5"
"SRS5",2017-08-09,"10:20",2.1,0.7250148054,0.01951347006,NA,0.015127236,0.020029581,0.18,0.00371685144,14.6570535631,1.25,0.035156817,2018,"A_Wet",NA,"SRS5"
"SRS5",2017-10-06,"11:00",3.8,0.6714531846,0.03902694012,NA,0.029554137,0.010505025,0.16,0.00805317812,42.9162368869,NA,0.040059162,2018,"A_Wet",NA,"SRS5"
"SRS5",2017-11-01,"11:40",0.8,0.5877771588,0.01827451958,NA,0.018348777,0.010364958,0.04,0.00278763858,10.8686866119,NA,0.028713735,2018,"B_Dry",NA,"SRS5"
"SRS5",2017-12-07,"11:10",1.4,0.536316543,0.01951347006,NA,0.012045762,0.013586499,0.07,0.0030973762,12.250914,NA,0.025632261,2018,"B_Dry",NA,"SRS5"
"SRS5",2018-01-11,"11:40",10,0.7311357333,0.0263276977,NA,0.022130586,0.012886164,0.32,0.01734530672,12.6212399131,NA,0.03501675,2018,"B_Dry",NA,"SRS5"
"SRS5",2018-02-07,"12:40",3.7,0.831717846,0.01269924242,NA,0.014286834,0.008123886,0.1,0.0011,15.5538565,NA,0.02241072,2018,"B_Dry",NA,"SRS5"
"SRS5",2018-03-13,"10:50",12.1,0.7018197102,0.02601796008,NA,0.010925226,0.002661273,0.08,0.00247790096,14.6930856631,NA,0.013586499,2018,"B_Dry",NA,"SRS5"
"SRS5",2018-04-11,"10:30",17.5,0.7236001287,0.07464676642,NA,0.009664623,0.0012,0.07,0.00743370288,14.98334825,0.07,0.010864623,2018,"B_Dry",NA,"SRS5"
"SRS5",2018-05-01,"10:40",14.7,0.6760193688,0.02756664818,NA,0.018628911,0.0012,0.07,0.0011,15.8040754131,NA,0.019828911,2019,"A_Wet",NA,"SRS5"
"SRS5",2018-06-05,"10:20",14.1,0.5768099127,0.03778798964,NA,0.007423551,0.013306365,0.22,0.0011,12.9815609131,0.73,0.020729916,2019,"A_Wet",NA,"SRS5"
"SRS5",2018-07-03,"10:15",5.2,0.6252310746,0.02539848484,NA,0.020729916,0.034036281,0.31,0.00712396526,6.5598479869,2.11,0.054766197,2019,"A_Wet",NA,"SRS5"
"SRS5",2018-08-08,"10:50",9,0.7987320675,0.0232303215,NA,0.0280134,0.0280134,0.23,0.0011,12.8114173369,1.78,0.0560268,2019,"A_Wet",NA,"SRS5"
"SRS5",2018-09-10,"11:30",13.3,0.6733721025,0.02354005912,NA,0.023391189,0.023531256,0.23,0.0011,10.9897905,1.45,0.046922445,2019,"A_Wet",NA,"SRS5"
"SRS5",2018-10-11,"11:30",9.4,0.7289927082,0.01951347006,NA,0.016107705,0.028993869,0.22,0.0030973762,9.8778038619,1.85,0.045101574,2019,"A_Wet",NA,"SRS5"
"SRS5",2018-11-05,"10:10",2.3,0.5060060442,0.01269924242,NA,0.011765628,0.02101005,0.15,0.0011,11.0398390869,NA,0.032775678,2019,"B_Dry",NA,"SRS5"
"SRS5",2018-12-04,"10:50",15.3,0.6355259991,0.0185842572,NA,0.008964288,0.036557487,0.16,0.00247790096,11.6603839131,NA,0.045521775,2019,"B_Dry",NA,"SRS5"
"SRS6",2001-05-23,"13:00",33.9,0.2520505665,0.01889399482,664.25,0.024651792,0.011765628,0.23,0.0011,7.335535025,0.61,0.03641742,2002,"A_Wet",NA,"SRS6"
"SRS6",2001-06-26,"11:30",31.2,0.5577047739,0.01455766814,1412.5,0.027453132,0.013026231,0.18,0.0011,16.0843330869,0.75,0.040479363,2002,"A_Wet",NA,"SRS6"
"SRS6",2001-07-25,"13:00",20.6,0.6159866526,0.0201329453,1076.667,0.026752797,0.041599899,0.54,0.0011,12.9014975869,2.43,0.068352696,2002,"A_Wet",NA,"SRS6"
"SRS6",2001-09-10,"13:00",17.2,0.6215613192,0.0185842572,933.333,0.045941976,0.059248341,0.36,NA,11.26003125,3.87,0.105190317,2002,"A_Wet",NA,"SRS6"
"SRS6",2001-10-06,"13:00",8.5,0.457738956,0.0108408167,882.5,0.01120536,0.01820871,0.18,0.00526553954,10.4092773369,1.12,0.02941407,2002,"A_Wet",NA,"SRS6"
"SRS6",2001-10-31,"13:00",13.2,0.6184798452,0.02415953436,867.5,0.137405727,0.051404589,0.2,0.0011,10.35922875,3.47,0.188810316,2002,"A_Wet",NA,"SRS6"
"SRS6",2001-11-28,"13:00",13.2,0.5447765898,0.0108408167,839.167,0.05182479,0.037117755,0.32,0.0011,10.23912175,2.34,0.088942545,2002,"B_Dry",NA,"SRS6"
"SRS6",2001-12-17,"12:30",4.9,0.649490679,0.01331871766,1181.667,0.012185829,0.022270653,0.17,0.0011,13.66217125,1.43,0.034456482,2002,"B_Dry",NA,"SRS6"
"SRS6",2002-01-24,"14:00",14.8,0.5563321173,NA,851.667,0.033476013,0.028853802,0.26,NA,10.11901475,1.8,0.062329815,2002,"B_Dry",NA,"SRS6"
"SRS6",2002-02-26,"15:00",24.9,0.2459996721,0.0247790096,665,0.008544087,0.012746097,0.22,NA,7.89703525,0.69,0.021290184,2002,"B_Dry",NA,"SRS6"
"SRS6",2002-04-02,"11:00",29.3,0.2160113274,NA,675.333,NA,0.017508375,0.08,NA,8.2153188,1.17,NA,2002,"B_Dry",NA,"SRS6"
"SRS6",2002-05-13,"12:00",33.3,0.6646459284,0.0247790096,641.75,0.009104355,0.014286834,0.21,NA,7.0873098881,0.82,0.023391189,2003,"A_Wet",NA,"SRS6"
"SRS6",2002-06-27,"11:30",7.6,0.858330576,0.01022134146,1100.833,0.035717085,0.03501675,0.2,0.0011,13.5120375,2.3,0.070733835,2003,"A_Wet",NA,"SRS6"
"SRS6",2002-07-25,"13:00",12.1,0.7940818431,0.01331871766,945,0.030954807,0.034736616,0.25,0.0011,11.2700361631,2.22,0.065691423,2003,"A_Wet",NA,"SRS6"
"SRS6",2002-08-19,"12:00",18,0.4661990028,0.01331871766,1409.167,0.023531256,0.028153467,0.25,NA,10.1990900869,1.76,0.051684723,2003,"A_Wet",NA,"SRS6"
"SRS6",2002-09-26,"12:00",18.7,0.4883155821,NA,760.167,0.010224891,0.021570318,0.19,NA,9.1991993119,1.35,0.031795209,2003,"A_Wet",NA,"SRS6"
"SRS6",2002-10-21,"12:00",17.2,0.4202710335,NA,989.167,0.016527906,0.022830921,0.19,NA,10.2291168369,1.44,0.039358827,2003,"A_Wet",NA,"SRS6"
"SRS6",2002-11-21,"11:30",11,0.5487544926,0.00805317812,1015,0.010645092,0.01260603,0.24,0.0030973762,12.4210695869,0.66,0.023251122,2003,"B_Dry",NA,"SRS6"
"SRS6",2002-12-17,"11:40",12.7,0.5425915446,NA,1623.333,0.016527906,0.025772328,0.28,NA,11.01981725,1.56,0.042300234,2003,"B_Dry",NA,"SRS6"
"SRS6",2003-01-23,"14:00",20.1,0.2701752363,0.00960186622,866.542,0.006583149,0.012886164,0.08,NA,9.0700842869,0.84,0.019469313,2003,"B_Dry",NA,"SRS6"
"SRS6",2003-02-18,"11:30",25.9,0.3155009175,0.01300898004,1184.167,0.032075343,0.057707604,0.18,NA,11.2700361631,3.94,0.089782947,2003,"B_Dry",NA,"SRS6"
"SRS6",2003-03-27,"11:30",28.4,0.3750433992,0.01517714338,763.667,0.052945326,0.053085393,0.43,0.00588501478,7.9100428381,3.36,0.106030719,2003,"B_Dry",NA,"SRS6"
"SRS6",2003-04-22,"11:15",29.1,0.3342698955,0.0139381929,639.417,0.023111055,0.041880033,0.47,0.00278763858,7.9470838369,2.52,0.064991088,2003,"B_Dry",NA,"SRS6"
"SRS6",2003-05-15,"12:00",27.6,0.3698609202,0.00402658906,595.75,0.033476013,0.033756147,0.4,NA,6.945187275,2.01,0.06723216,2004,"A_Wet",NA,"SRS6"
"SRS6",2003-06-19,"12:00",18.4,0.4900804263,0.01734530672,796.75,0.029133936,0.046082043,0.47,0.00247790096,9.2522385631,2.81,0.075215979,2004,"A_Wet",NA,"SRS6"
"SRS6",2003-07-30,"12:00",20.4,0.4204671273,0.01641609386,NA,0.073675242,NA,NA,NA,10.3992604131,NA,NA,2004,"A_Wet",NA,"SRS6"
"SRS6",2003-08-11,"13:15",23.6,0.526371786,0.01610635624,NA,0.022830921,0.022830921,0.41,NA,8.9880031631,1.22,0.045661842,2004,"A_Wet",NA,"SRS6"
"SRS6",2003-09-11,"10:50",13.2,0.3208654836,0.01146029194,808.333,0.030114405,0.031234941,0.52,NA,9.827755275,1.71,0.061349346,2004,"A_Wet",NA,"SRS6"
"SRS6",2003-10-07,"11:20",10.6,0.447654132,0.0108408167,748.083,0.044541306,0.041739966,0.45,0.0011,9.8617815881,2.53,0.086281272,2004,"A_Wet",NA,"SRS6"
"SRS6",2003-11-06,"11:00",16.8,0.2891403081,0.0092921286,705.333,0.081659061,0.045801909,0.38,NA,10.83965675,2.89,0.12746097,2004,"B_Dry",NA,"SRS6"
"SRS6",2003-12-04,"10:20",13.9,0.3529268199,0.0108408167,831,0.063590418,0.018068643,0.24,0.00278763858,11.2199995869,1.05,0.081659061,2004,"B_Dry",NA,"SRS6"
"SRS6",2004-01-12,"12:00",18,0.3138201135,0.00991160384,800.583,0.034596549,0.027032931,0.18,0.0011,11.1899728369,1.75,0.06162948,2004,"B_Dry",NA,"SRS6"
"SRS6",2004-02-09,"12:40",8.6,0.4632856092,0.00588501478,1205,0.035717085,0.069613299,0.41,0.0011,14.4228449131,4.55,0.105330384,2004,"B_Dry",NA,"SRS6"
"SRS6",2004-03-16,"14:30",26.1,0.4196827521,NA,646.833,0.035296884,0.035436951,0.19,NA,8.6106750119,2.35,0.070733835,2004,"B_Dry",NA,"SRS6"
"SRS6",2004-04-06,"13:00",30.4,0.2822490117,0.0092921286,NA,0.010645092,0.017228241,0.12,0.0011,NA,1.12,0.027873333,2004,"B_Dry",NA,"SRS6"
"SRS6",2004-05-03,"12:30",31,0.3958433487,0.01517714338,NA,0.009524556,0.021290184,0.3,0.0011,NA,1.22,0.03081474,2005,"A_Wet",NA,"SRS6"
"SRS6",2004-06-02,"11:10",34.2,0.4352021757,0.0108408167,504.583,0.011765628,0.007423551,0.27,0.00247790096,6.9431814881,0.26,0.019189179,2005,"A_Wet",NA,"SRS6"
"SRS6",2004-07-20,"12:30",8.4,0.37257822,NA,698.167,0.029274003,0.015827571,0.23,NA,9.659605475,0.9,0.045101574,2005,"A_Wet",NA,"SRS6"
"SRS6",2004-08-16,"11:50",16.1,0.8353876014,0.01424793052,935,0.046502244,0.07143417,0.53,0.00526553954,11.7304543369,4.56,0.117936414,2005,"A_Wet",NA,"SRS6"
"SRS6",2004-09-01,"11:10",15.8,0.5921332425,0.01331871766,NA,0.062329815,0.039498894,0.4,0.00278763858,NA,2.43,0.101828709,2005,"A_Wet",NA,"SRS6"
"SRS6",2004-10-13,"11:30",12.6,0.3134839527,NA,670.583,0.01820871,0.048603249,0.23,NA,9.2112100119,3.25,0.066811959,2005,"A_Wet",NA,"SRS6"
"SRS6",2004-11-16,"13:00",12.5,0.3458954565,0.01022134146,898.333,0.024371658,0.031234941,0.58,0.0011,11.7304543369,1.65,0.055606599,2005,"B_Dry",NA,"SRS6"
"SRS6",2004-12-02,"11:30",12.3,0.4171615461,0.0108408167,958.333,0.04622211,0.086561406,1.18,0.00247790096,12.7513638369,4.99,0.132783516,2005,"B_Dry",NA,"SRS6"
"SRS6",2005-01-06,"12:40",26.1,0.2465319267,0.0139381929,653.75,0.038238291,0.069473232,0.45,NA,9.0896016744,4.51,0.107711523,2005,"B_Dry",NA,"SRS6"
"SRS6",2005-02-21,"11:45",25.2,0.3887699652,0.01331871766,901.667,0.022970988,0.034876683,0.95,0.00278763858,12.371021,1.53,0.057847671,2005,"B_Dry",NA,"SRS6"
"SRS6",2005-03-09,"11:30",30.1,0.3353904315,0.01579661862,2000.833,0.054065862,0.091743885,0.19,NA,10.6094476631,6.36,0.145809747,2005,"B_Dry",NA,"SRS6"
"SRS6",2005-04-19,"11:30",29.4,0.3172937751,0.02354005912,736.333,0.0140067,0.02941407,0.41,NA,9.1961966369,1.69,0.04342077,2005,"B_Dry",NA,"SRS6"
"SRS6",2005-05-18,"10:45",30.8,0.4087715328,0.0201329453,587.5,0.024091524,0.007423551,0.11,0.00278763858,7.48867145,0.43,0.031515075,2006,"A_Wet",NA,"SRS6"
"SRS6",2005-06-29,"11:10",15.7,0.4524444234,0.01486740576,792,0.028153467,0.066391758,0.53,NA,10.5493941631,4.21,0.094545225,2006,"A_Wet",NA,"SRS6"
"SRS6",2005-07-21,"11:45",23.8,0.3376034901,0.01889399482,717.583,0.020449782,0.0280134,0.26,0.0030973762,9.7897173881,1.74,0.048463182,2006,"A_Wet",NA,"SRS6"
"SRS6",2005-09-13,"12:30",16.6,0.298062576,0.02601796008,NA,0.028573668,0.02381139,0.1,0.00278763858,8.19730275,1.6,0.052385058,2006,"A_Wet",NA,"SRS6"
"SRS6",2005-10-11,"10:50",8.6,0.366415272,0.01734530672,NA,0.062049681,0.033195879,0.35,0.00371685144,11.01981725,2.01,0.09524556,2006,"A_Wet",NA,"SRS6"
"SRS6",2005-11-15,"13:00",14,0.2971941606,0.0526553954,NA,0.038658492,0.015827571,0.23,0.0011,11.7104325,0.9,0.054486063,2006,"B_Dry",NA,"SRS6"
"SRS6",2005-12-08,"12:15",13.7,0.3265241904,0.02818612342,NA,0.091743885,0.023531256,0.23,0.0011,13.9424169131,1.44,0.115275141,2006,"B_Dry",NA,"SRS6"
"SRS6",2006-01-03,"11:25",20.4,0.3043515843,0.02415953436,NA,0.058267872,0.032495544,0.14,0.00402658906,11.8405444131,2.18,0.090763416,2006,"B_Dry",NA,"SRS6"
"SRS6",2006-02-02,"12:00",24.4,0.2974322745,0.02230110864,NA,0.020449782,0.041880033,0.19,0.00371685144,10.5594110869,2.8,0.062329815,2006,"B_Dry",NA,"SRS6"
"SRS6",2006-03-09,"10:45",19.8,0.2990150316,0.0232303215,NA,0.03361608,0.03221541,0.34,0.0011,10.8796884131,1.97,0.06583149,2006,"B_Dry",NA,"SRS6"
"SRS6",2006-04-11,"11:00",25.9,0.267808104,0.02849586104,NA,0.22130586,NA,NA,0.00526553954,10.5193674131,NA,NA,2006,"B_Dry",NA,"SRS6"
"SRS6",2006-05-04,"11:30",32.4,0.237693699,0.04677038062,NA,0.024091524,0.031234941,0.29,0.00960186622,7.5417227119,1.94,0.055326465,2007,"A_Wet",NA,"SRS6"
"SRS6",2006-06-06,"12:10",30,0.211781304,0.02663743532,NA,0.00285,0.010364958,0.32,0.00371685144,12.7413469131,0.42,0.013214958,2007,"A_Wet",NA,"SRS6"
"SRS6",2006-07-26,"",6.8,0.4108305177,0.01827451958,NA,0.067652361,0.044961507,0.34,0.00402658906,13.3819255869,2.87,0.112613868,2007,"A_Wet",NA,"SRS6"
"SRS6",2006-08-21,"12:45",21.4,0.3633478047,0.0340711382,NA,0.028993869,0.06863283,0.44,0.00991160384,8.9279496631,4.46,0.097626699,2007,"A_Wet",NA,"SRS6"
"SRS6",2006-09-14,"13:05",14.3,0.5372549919,0.03500035106,NA,0.021850452,0.019329246,0.26,0.0030973762,10.6995279131,1.12,0.041179698,2007,"A_Wet",NA,"SRS6"
"SRS6",2006-10-16,"12:00",18.8,0.3650706288,0.02663743532,NA,0.073255041,0.041599899,0.52,0.00960186622,9.9728805631,2.45,0.11485494,2007,"A_Wet",NA,"SRS6"
"SRS6",2006-11-20,"13:05",19.9,0.3679420023,0.030973762,NA,0.032495544,0.072274572,0.45,0.00557527716,9.7626933131,4.71,0.104770116,2007,"B_Dry",NA,"SRS6"
"SRS6",2006-12-11,"11:35",19.1,0.3824669502,0.0232303215,NA,0.03781809,0.045101574,0.34,0.00526553954,10.71954975,2.88,0.082919664,2007,"B_Dry",NA,"SRS6"
"SRS6",2007-01-17,"14:45",26.7,0.3148145892,0.02075242054,NA,0.040199229,0.031234941,0.21,0.00433632668,8.5626322119,2.03,0.07143417,2007,"B_Dry",NA,"SRS6"
"SRS6",2007-02-07,"11:31",19.3,0.3474221868,0.01579661862,NA,0.064010619,0.029274003,0.2,0.0011,10.8496616631,1.89,0.093284622,2007,"B_Dry",NA,"SRS6"
"SRS6",2007-03-27,"11:10",27.5,0.3703931748,0.02725691056,NA,0.032915745,0.019749447,0.25,0.0011,8.368455225,1.16,0.052665192,2007,"B_Dry",NA,"SRS6"
"SRS6",2007-04-26,"11:20",25.9,0.2047079205,0.03066402438,NA,0.028433601,0.043560837,0.45,NA,8.97799825,2.66,0.071994438,2007,"B_Dry",NA,"SRS6"
